1 observation
	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20
d1_0	39.68141670168698 32.97269648739508 15.79688082029829 8.166175981085036 4.265656951308639 2.501612103275029 1.582904271147012 1.187825435211427 0.8255698311315736 0.4964408234708607 0.2483834223545036 0.09494616975150992 0.05202259634962664 0.3835394673077576 2.579274994172516 9.717844970635127 20.8978414944319 25.89869363006201 18.11874056279147 6.571840337138731 0.4733041163524337
d1_1	33.06581159675056 2.015581093059386 1.075836683960122 0.2287927006255249 0.04229103087185275 0.001903867452308428 5.387967968946944e-08 0 0 0 0 0 0.0006300006300006182 0.007753853907699903 0.03846232298860666 0.1014460699640362 0.1561477430046329 0.1431025452369801 0.07558694549453696 0.0104053985828044 0
d1_2	19.11230942468936 2.20431973812819 0.9923948699780474 0.2395386413449552 0.06349350032823947 0.005661604146346682 1.347161212336262e-06 0 0 0 0 0 0.0006300006300006182 0.007753853907699903 0.04167437197254534 0.1271424618355456 0.2324522963674921 0.2508871993775879 0.07600506617507068 0 0
d1_3	8.271612545322895 1.862681318150746 0.771915484378773 0.2840437325794068 0.08682430396534715 0.008116410309975118 1.734654933841676e-05 0 0 0 0 0 0.0001890001890001851 0.002326156172309967 0.0178872212356985 0.08122201570214294 0.1978107331470045 0.1283411302744959 0 0 0
d1_4	5.813279049722195 1.530141079964797 0.6612109404466454 0.3118052802530005 0.08698670769850719 0.006702885814299116 0.0001315073697063908 0 0 0 0 0 0 0 0.004843730629815763 0.03874984503852605 0.05805554835498817 0 0 0 0
d1_5	3.468353130735656 1.005427678637133 0.4011020095953631 0.2198080433580086 0.0634695027259574 0.006963114141709132 0.0006324597158547784 0 0 0 0 0 0 0 0.001634715051537191 0.006538860206148754 0 0 0 0 0
d1_6	1.94358221994974 0.5893190042333224 0.1905772271285316 0.1427373935614488 0.06469906767992235 0.01639993386155048 0.002020250538711455 0 0 0 0 0 0 0 0.0001192867776045322 0 0 0 0 0 0
d1_7	1.491484317841572 0.3857778576739271 0.1337099210055965 0.1630824119881387 0.1079899934138731 0.0352890133492423 0.004411126668655294 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d1_8	1.724035622676736 0.2769443742800359 0.1627597467752805 0.2266005480257127 0.1594592407653075 0.05356108237466192 0.006695135296832749 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d1_9	2.188917791796997 0.1748067459234322 0.1770180041212346 0.2436732018628078 0.1700993647318318 0.05693536689851957 0.007116920862314958 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d1_10	2.690681316309624 0.09870732634692855 0.1539134032176962 0.195343828737246 0.1295597925669985 0.04236955378542404 0.005296194223178013 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d1_11	3.06570291544687 0.07052801311940313 0.1289477119600425 0.1321672793591593 0.07359859684482038 0.02190101653221022 0.002737627066526282 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d1_12	3.057805715818947 0.06933793351754906 0.1188782879596162 0.09301334730163573 0.03585461528678251 0.00774220943648004 0.0009677761795600063 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d1_13	2.55089575134635 0.06245745338028805 0.101315326335706 0.06821857795023303 0.01829165366287235 0.001826264468426058 0.0002282830585532576 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d1_14	1.724958264239834 0.04228651281983772 0.06959519106625893 0.04837548515617051 0.01424607595103686 0.001908588441672512 0.0001192867776045322 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d1_15	0.9100690120225228 0.03084327225475175 0.06695327289122725 0.07257658592340699 0.04259966224052954 0.006538860206148754 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d1_16	0.3563870447605284 0.04379687681195054 0.1230297360993791 0.167454470537835 0.05805554835498817 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d1_17	0.09985386105504629 0.05792064417601783 0.1748614530319324 0.1283411302744959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d1_18	0.02073594973662551 0.04659373018684111 0.07600506617507068 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d1_19	0.003624023343488541 0.0104053985828044 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
d1_20	0.4733041163524337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
